Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,2020-11-25,2020-12-07,38.6,33.1,44.4,33.1 - 44.4,37.2-38.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,2020-11-25,2020-12-07,31.4,26.8,36.4,26.8 - 36.4,27.4-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,2020-11-25,2020-12-07,34.1,28.8,39.8,28.8 - 39.8,27.4-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,Tennessee,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,2020-11-25,2020-12-07,31.6,27.9,35.6,27.9 - 35.6,27.4-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,Texas,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,2020-11-25,2020-12-07,37.7,34.8,40.7,34.8 - 40.7,37.2-38.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,Utah,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,2020-11-25,2020-12-07,41.0,37.1,45.0,37.1 - 45.0,39.0-47.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,Vermont,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,2020-11-25,2020-12-07,38.3,32.8,43.9,32.8 - 43.9,37.2-38.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,Virginia,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,2020-11-25,2020-12-07,35.9,31.5,40.5,31.5 - 40.5,34.7-37.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,Washington,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,2020-11-25,2020-12-07,38.9,35.4,42.5,35.4 - 42.5,37.2-38.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,West Virginia,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,2020-11-25,2020-12-07,32.3,26.8,38.3,26.8 - 38.3,27.4-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,2020-11-25,2020-12-07,32.7,28.9,36.8,28.9 - 36.8,27.4-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,Wyoming,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,2020-11-25,2020-12-07,39.5,34.0,45.3,34.0 - 45.3,39.0-47.7
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,39.5,38.7,40.2,38.7 - 40.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,40.1,37.7,42.5,37.7 - 42.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,41.5,39.9,43.2,39.9 - 43.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,43.4,41.7,45.2,41.7 - 45.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,41.9,40.5,43.3,40.5 - 43.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,37.1,35.4,38.9,35.4 - 38.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,30.8,28.7,33.0,28.7 - 33.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,80 years and above,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,30.2,25.2,35.5,25.2 - 35.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Male,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,36.6,35.4,37.7,35.4 - 37.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Female,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,42.1,41.1,43.1,41.1 - 43.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,42.9,40.6,45.2,40.6 - 45.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,37.8,37.0,38.7,37.0 - 38.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,40.9,37.8,44.1,37.8 - 44.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,36.5,33.0,40.2,33.0 - 40.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,52.4,48.5,56.2,48.5 - 56.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,44.7,39.9,49.7,39.9 - 49.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,36.0,34.1,38.0,34.1 - 38.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,41.8,40.6,42.9,40.6 - 42.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,39.3,38.3,40.2,38.3 - 40.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,Alabama,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,41.9,36.1,47.8,36.1 - 47.8,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,46.9,43.4,50.4,43.4 - 50.4,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,Arizona,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,43.6,39.5,47.7,39.5 - 47.7,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,Arkansas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,40.9,35.9,46.0,35.9 - 46.0,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,California,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,46.1,43.5,48.7,43.5 - 48.7,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,Colorado,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,38.7,35.1,42.3,35.1 - 42.3,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,41.0,36.0,46.2,36.0 - 46.2,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,39.2,33.0,45.6,33.0 - 45.6,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,43.3,36.7,50.0,36.7 - 50.0,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,Florida,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,35.6,31.9,39.5,31.9 - 39.5,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,Georgia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,30.7,26.3,35.4,26.3 - 35.4,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,Hawaii,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,31.4,26.4,36.8,26.4 - 36.8,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,Idaho,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,39.6,34.6,44.8,34.6 - 44.8,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,Illinois,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,40.2,36.3,44.2,36.3 - 44.2,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,Indiana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,35.2,31.0,39.6,31.0 - 39.6,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,Iowa,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,38.4,33.2,43.9,33.2 - 43.9,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,Kansas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,34.5,29.7,39.5,29.7 - 39.5,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,Kentucky,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,36.1,30.9,41.5,30.9 - 41.5,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,Louisiana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,44.0,38.7,49.4,38.7 - 49.4,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,Maine,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,40.8,34.6,47.2,34.6 - 47.2,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,Maryland,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,41.1,37.6,44.7,37.6 - 44.7,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,40.5,35.3,45.8,35.3 - 45.8,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,37.2,33.3,41.2,33.3 - 41.2,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,37.6,34.2,41.2,34.2 - 41.2,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,Mississippi,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,38.0,31.7,44.6,31.7 - 44.6,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,Missouri,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,35.5,31.4,39.8,31.4 - 39.8,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,Montana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,37.6,32.4,43.0,32.4 - 43.0,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,Nebraska,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,30.6,26.9,34.5,26.9 - 34.5,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,Nevada,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,38.6,34.3,43.1,34.3 - 43.1,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,32.0,27.9,36.2,27.9 - 36.2,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,New Jersey,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,42.4,38.2,46.7,38.2 - 46.7,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,New Mexico,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,52.5,47.9,57.1,47.9 - 57.1,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,New York,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,38.2,33.3,43.2,33.3 - 43.2,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,North Carolina,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,36.4,31.3,41.7,31.3 - 41.7,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,North Dakota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,29.1,24.4,34.2,24.4 - 34.2,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,Ohio,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,39.6,34.8,44.6,34.8 - 44.6,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,40.1,34.8,45.5,34.8 - 45.5,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,Oregon,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,44.8,41.3,48.3,41.3 - 48.3,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,36.0,31.5,40.7,31.5 - 40.7,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,37.2,31.4,43.2,31.4 - 43.2,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,35.2,29.7,41.0,29.7 - 41.0,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,36.1,30.0,42.5,30.0 - 42.5,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,Tennessee,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,39.1,34.6,43.7,34.6 - 43.7,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,Texas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,41.4,38.4,44.5,38.4 - 44.5,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,Utah,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,36.2,32.7,39.8,32.7 - 39.8,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,Vermont,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,39.9,33.6,46.4,33.6 - 46.4,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,Virginia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,38.5,35.2,42.0,35.2 - 42.0,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,Washington,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,41.6,38.2,45.1,38.2 - 45.1,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,West Virginia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,44.7,38.6,51.0,38.6 - 51.0,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,34.2,30.1,38.6,30.1 - 38.6,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,Wyoming,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09,2020-12-21,37.3,31.1,43.8,31.1 - 43.8,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,United States,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,35.3,34.6,36.0,34.6 - 36.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,34.0,32.1,36.0,32.1 - 36.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,36.2,34.2,38.2,34.2 - 38.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,38.4,36.5,40.4,36.5 - 40.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,38.9,37.4,40.4,37.4 - 40.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,33.4,32.0,34.9,32.0 - 34.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,30.4,28.3,32.5,28.3 - 32.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,80 years and above,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,23.6,19.7,27.9,19.7 - 27.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Male,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,32.3,31.4,33.2,31.4 - 33.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Female,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,38.1,37.1,39.1,37.1 - 39.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,38.4,36.0,40.8,36.0 - 40.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,34.2,33.5,35.0,33.5 - 35.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,35.3,32.2,38.4,32.2 - 38.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,34.0,30.9,37.1,30.9 - 37.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,43.4,39.0,47.9,39.0 - 47.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,40.1,36.4,43.9,36.4 - 43.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,30.3,28.5,32.2,28.5 - 32.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,38.2,37.1,39.4,37.1 - 39.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,36.0,35.0,36.9,35.0 - 36.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,Alabama,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,30.9,25.4,36.9,25.4 - 36.9,24.2-30.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,42.5,37.7,47.5,37.7 - 47.5,37.7-42.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,Arizona,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,40.0,36.9,43.1,36.9 - 43.1,37.7-42.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,Arkansas,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,37.9,32.9,43.1,32.9 - 43.1,37.7-42.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,California,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,40.6,37.9,43.3,37.9 - 43.3,37.7-42.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,Colorado,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,33.3,29.9,36.9,29.9 - 36.9,31.0-34.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,36.6,32.2,41.2,32.2 - 41.2,34.3-37.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,31.6,27.4,36.0,27.4 - 36.0,31.0-34.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,41.4,33.9,49.2,33.9 - 49.2,37.7-42.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,Florida,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,34.3,30.6,38.1,30.6 - 38.1,34.3-37.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,Georgia,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,30.9,27.2,34.8,27.2 - 34.8,24.2-30.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,Hawaii,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,24.2,19.4,29.6,19.4 - 29.6,24.2-30.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,Idaho,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,32.0,28.3,35.9,28.3 - 35.9,31.0-34.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,Illinois,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,37.0,33.5,40.6,33.5 - 40.6,34.3-37.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,Indiana,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,32.3,28.3,36.5,28.3 - 36.5,31.0-34.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,Iowa,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,30.2,25.2,35.6,25.2 - 35.6,24.2-30.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,Kansas,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,33.3,28.5,38.4,28.5 - 38.4,31.0-34.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,Kentucky,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,29.6,25.1,34.5,25.1 - 34.5,24.2-30.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,Louisiana,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,28.7,22.7,35.3,22.7 - 35.3,24.2-30.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,Maine,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,34.5,28.7,40.8,28.7 - 40.8,34.3-37.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,Maryland,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,41.5,37.3,45.8,37.3 - 45.8,37.7-42.5
